name,description,product_id,id,isactive,scoring_weight
Korean,Evangelism bugs for sites in Korean.,134,355,0,0.25
Tinderbox3,This is another rewrite of Tinderbox.,59,356,1,0.25
FTP: Mirrors,"For problems or configuration errors with the FTP mirrors in the
ftp.mozilla.org and releases.mozilla.org round-robin DNS pools.  This is <b>not</b> for problems with content of the servers, only configuration and mirroring issues.",10,357,0,0.25
Password Manager,"Remembers usernames and passwords on sites and fills them when the user returns to the site. <a href=""https://wiki.mozilla.org/Firefox:Password_Manager_Debugging"">Debug Logging</a> can help diagnose problems.",30,358,1,0.25
Installer,Bugs and feature requests for the Firefox application install wizard.,21,360,1,0.25
General,"For general Minimo bugs. If it doesn't fit into one of the other Minimo components, then file it here.",24,361,1,0.25
Build Config,For Minimo build and configuration issues.,24,362,1,0.25
Minimo Front-End,For bugs in the Minimo UI/front-end.,24,363,1,0.25
Business Development,revenue-generating opportunities the Mozilla Foundation should pursue,22,364,1,0.25
Spelling checker,"For bugs with the spelling checker used by Mozilla-based applications. This includes the backend code, the Hunspell spell checker, the en-US Hunspell dictionary, and the osxspell interface to the Mac OS X spell checker.",1,366,1,1
Migration,Firefox Profile Migration from other browsers.,21,367,1,0.25
Danish,Evangelism bugs for sites in Danish,134,369,0,0.25
CA Certificate Root Program,For Certificate Authorities to file requests asking for their certificates to be included in the default certificate store.,16,370,1,0.25
Add-ons Manager,The management and update windows for extensions and themes (add-ons).,30,372,1,0.25
Application Update,Application update for Firefox and Thunderbird.,30,373,1,0.25
Startup and Profile System,"New applications startup system - including shared AppRunner, AppStartup, and profile system.",30,374,1,0.25
Shell Integration,"This component is responsible for determining if Firefox is the default browser, setting Firefox as the default browser, and setting the desktop background.",21,375,1,0.25
Search,"Web search UI, default search engines and Toolkit's search service. Find-in-page bugs belong in Toolkit::Find Toolbar instead.",21,376,1,0.25
General,"A ""catch all"" component for problems found when using the Thunderbird e-mail client which do not fall into one of the current components. Example: launch/exit crashes, features missing, etc. PLEASE NOTE!! Try to find a component which is specific to your bug first - BEFORE assigning to this component!",23,378,1,0.25
Help Documentation,Inaccurate information and typos in Thunderbird's help documentation.,23,379,1,0.25
Installer,Bugs and feature requests for the Thunderbird application install wizard.,23,380,1,0.25
File Handling,"For issues dealing with helper applications, and guessing Content Types when they aren't specified/known (ftp:, file:, jar:, but generally not http:). This component does not cover: backend networking issues, such as those covered by Networking: FTP or Networking: File, nor does it cover the Download Manager which has its own component in the Toolkit product.",21,381,1,0.25
Form Manager,The component that captures user data appearing on a form and autofills that data on other forms.,30,382,1,0.25
Help Documentation,"Inaccurate information and typos in Firefox's built-in help documentation.

Note: problems with the Help Viewer itself should be filed in the Help Viewer component of the Toolkit product.",94,383,1,0.25
Error Console,"The Error Console displays errors, warnings and messages from various components including but not limited to JavaScript, DOM, XML, and CSS. This component is for problems with the Console itself and not for browser or web page problems that are noted in the console.",65,384,1,0.25
Page Info Window,For issues with the Page Info window.,21,385,1,0.25
Tabbed Browser,For problems in the browser tab features or problems with the  widget itself.,21,386,1,0.25
View Source,For issues concerning the source window for web pages.,30,387,1,0.25
Website,For issues with the Calendar Project web pages (HTML). (Bugs in the on-line help documentation should be reported at the calendarhelp project.),2,389,1,0.25
CSS Styles,For bugs in the standalone Composer style sheet editor.,27,391,1,1
Colorpicker,For bugs in the standalone Composer color picker.,27,392,1,0.25
General,For bugs in standalone Composer which do not fit into other more specific standalone Composer components,27,393,1,0.25
Preferences,For bugs in the standalone Composer Preferences.,27,394,1,0.25
Documentation,For bugs in the standalone Composer documentation.,27,395,1,0.25
Site Manager,For bugs in standalone Composer site manager.,27,396,1,0.25
Tabs,For bugs in the standalone Composer tabs.,27,397,1,0.25
Templates,For bugs in the standalone Composer templates.,27,398,1,0.25
Test Tracker,For requesting testcases be added to the Test Tracker tool.,10,403,1,0.25
Profile: Roaming,"The ""Roaming"" feature in Seamonkey (not Firefox) that copies selected profile files to a HTTP or FTP server, similar to Netscape 4.x. See <a href=""http://lxr.mozilla.org/seamonkey/source/extensions/sroaming/README.txt?raw=1"">Profile Roaming</a>. It is not the same as Windows Roaming profiles where the normal Mozilla profile is copied by the operating system to a server - these bugs belong in Profile:Backend or other components.",49,404,1,0.25
Migration,For bugs related to the new migration code for auto migration from other mail clients to Thunderbird.,23,405,1,0.25
Find Toolbar,Find as you Type/Find Toolbar,30,407,1,0.25
Disability Access,"Accessibility compliance bugs in Firefox: screen readers, magnifier tools support, user interface bugs affecting on disabled people experience.",21,408,1,0.25
Keyboard Navigation,Keyboard shortcut navigation in Firefox's user interface,21,409,1,0.25
Translations,"For Translation issues concerning camino. Misspelled words,
incorrect use of names, text not translated in specific languages, UI glitches.",20,410,1,0.25
Whining,"Periodic mailed reports from Bugzilla. <code>whine.pl, editwhines.cgi</code>",19,411,1,0.25
Tip of the Day,For bugs in the standalone html composer's tip of the day feature.,27,412,1,0.25
Trademark Permissions,For dealing with Trademark Permissions issues.,22,413,0,0.25
XForms,"For bugs with <a href=""http://www.w3.org/MarkUp/Forms/"">XForms</a> support. This covers all XForms issues including parsing, data model, form controls, and submission.",49,414,1,0.25
Plugin Finder Service,"For bugs in the Plugin Finder Service, which searches for missing
plugins and installs them.",65,417,1,0.25
E4X,"ECMAScript for XML <a href=""http://www.ecma-international.org/publications/standards/Ecma-357.htm""
>(E4X) ECMA-357</a> a set of programming language extensions adding native XML support to ECMAScript.",11,419,1,0.25
nb-NO / Norwegian Bokmål,Norwegian (bokmål) translation of Mozilla. (<i>Norsk (bokmål) oversettelse av Mozilla</i>),17,420,1,0.25
sv-SE / Swedish,Swedish translation of Mozilla. (<i>Svensk översättning av Mozilla</i>),17,421,1,0.25
ast / Asturian,Asturian Localization (Llocalización d'asturianu),17,422,1,0.25
en-GB / English (United Kingdom),Localization of English UK,17,423,1,0.25
ko / Korean,Korean localization,17,424,1,0.25
Bouncer,a download requests redirector that tracks mirror availability and capacity and directs downloaders to available mirrors,8,425,1,0.25
XTF,"<a href=""http://lxr.mozilla.org/mozilla/source/content/xtf/""
>eXtensible Tag Framework</a>",49,426,1,0.25
Autocomplete,Auto-completing text entry widget.,30,427,1,0.25
Printing,Print Preview and other toolkit elements of printing.,30,429,1,0.25
Preferences,Preference UI and widgetry.,30,430,1,0.25
Toolbars and Toolbar Customization,Widgets for toolbar display and customization.,30,431,1,0.25
tr / Turkish,Turkish translation of Mozilla.,17,433,1,0.25
Storage,SQLite-backed generic data storage and query engine.,30,434,1,0.25
Widget: BeOS,Mapping of cross platform widget interfaces to BeOS platform APIs.,49,436,1,0.25
Widget: Gtk,Mapping of cross platform widget interfaces to GTK platform APIs (both versions).,1,437,1,1
Widget: OS/2,Mapping of cross platform widget interfaces to OS/2 platform APIs.,49,439,1,0.25
Widget: Win32,Mapping of cross platform widget interfaces to Win32 platform APIs.,1,440,1,1
Widget: Xlib,Mapping of cross platform widget interfaces to Xlib platform APIs.,49,441,1,0.25
Public Pages,"For problems with the user-facing portion of <a href=""http://addons.mozilla.org"">addons.mozilla.org</a> (not the Developers area).",125,442,1,0.25
Developer Pages,For issues with the Developer Hub or Developer Tools areas of addons.mozilla.org,125,444,1,0.25
Administration,"For changing access rights, managing accounts and other site administrative issues that don't fit elsewhere.",125,446,1,0.25
ja / Japanese,Japanese Localization,17,447,1,0.25
cs / Czech,Czech Localization (&#268;eská lokalizace),17,448,1,0.25
Internal Components,For issues with the internal interfaces of the calendar components. Bug example: Incorrect timezone calculations.,2,449,1,0.25
Provider: CalDAV,For issues with CalDAV server communication,2,450,1,0.25
Provider: Local Storage,"For issues regarding local calendar storage, based on mozStorage (SQLite).",2,451,1,0.25
WebDAV,Web Distributed Authoring and Versioning protocol support.  Currently lives in mozilla/extensions/webdav/.,49,452,1,0.25
Reporter,"Service that accepts, monitors and allows users to search for problems generated by the Reporter XUL extension.",59,455,1,0.25
Reporter,XUL Extension for reporting problematic websites to mozilla.org,28,456,1,0.25
Licensing,Issues related to the copyright licensing of mozilla.org-hosted code,10,457,1,0.25
he / Hebrew,Hebrew localization (לוקליזציה עברית),17,458,1,0.25
Registration & Management,"Use this component to <a href=""http://www.mozilla.org/projects/l10n/registration.html""
>register</a> a new l10n contributor group with the MLP-Staff.
<p>Please provide: your name(s), your contact address(es), eventually a web site where you can coordinate and make available your work and a <a href=""http://www.w3.org/WAI/ER/IG/ert/iso639.htm"" title=""as specified by ISO 639"">languagecode</a>-<a href=""http://www.iso.org/iso/en/prods-services/iso3166ma/02iso-3166-code-lists/list-en1.html
"" title=""as specified by ISO 3166"">NATIONCODE</a>.",17,459,1,0.25
General,"File bugs here for general Firefox build system issues. This includes problems running `mach build`, `mach configure`, `mach package`, `mach artifact`, and other mach commands related to building Firefox. This component also tracks issues related to moz.build and make files.",160,460,1,0.25
Hendrix,"The public feedback tool deployed at <a href=""http://hendrix.mozilla.org/"">hendrix.mozilla.org</a>",59,461,1,0.25
Embedding: MFC Embed,For problems with the mfcEmbed application or the mfcEmbed components,49,462,1,0.25
Build Config,For bugs in Toolkit build and config,30,463,1,0.25
mk / Macedonian,Macedonian translation of Mozilla.,17,464,1,0.25
Security,"For app-level security bugs.
<p>
If the problem relates to underlying components (PSM, NSS, Core, Toolkit) then please file it in the appropriate product instead of here.",21,465,1,0.25
Security,"For app-level security bugs.

If the problem relates to underlying components (PSM, NSS, Core) then please file it in the appropriate product instead of here.",25,466,1,0.25
Security,"For app-level security bugs.
<p>
If the problem relates to underlying components (PSM, NSS, Core, Toolkit) then please file it in the appropriate product instead of here.",23,467,1,0.25
Security,"For toolkit security bugs.
<p>
If the problem relates to underlying components (PSM, NSS, Core), or a specific product built upon toolkit and not this layer then please file it in the appropriate product instead of here.",65,468,1,0.25
Security,"For app-level security bugs.
<p>
If the problem relates to underlying components (PSM, NSS, Core, Toolkit) then please file it in the appropriate product instead of here.",2,469,1,0.25
Security,"For app-level security bugs.
<p>
If the problem relates to underlying components (PSM, NSS, Core) then please file it in the appropriate product instead of here.",20,470,1,0.25
Widget,"Cross platform widget interfaces and cross platform base implementations. Bugs that belong in this component are cross-platform problems and <a href=""http://lxr.mozilla.org/seamonkey/find?string=widget/public/.*idl""
>API</a> issues. Bugs like this that only occur on one platform belong in the appropriate component listed below.",1,471,1,1
Widget: Photon,Mapping of cross platform widget interfaces to Photon platform APIs.,49,472,1,0.25
GFX: Photon,Mapping of cross platform rendering interfaces to Photon platform APIs.,49,473,1,0.25
Security: PSM,A daemon that performs cryptographic operations on behalf of a client application.,1,475,1,1
Security: UI,PSM client library,49,476,1,0.25
Trademark Violations,"Please use <a href=""http://www.mozilla.com/en-US/legal/fraud-report/"">this form to report people misusing our trademarks</a>",22,477,0,0.25
XULRunner,bugs and issues for XULRunner,65,478,1,0.25
Help Viewer,"Use this component to report problems with the Help Viewer used in toolkit apps like Firefox. Examples: topics won't load in the Help Viewer, or the Back button doesn't work in the Help Viewer.",25,479,1,0.25
Talkback Server & Webtool,"for problems related to <a href=""http://talkback-public.mozilla.org/"">Talkback-Public</a>, the interface for viewing/searching the public portion of talkback crash reports.",10,480,1,0.25
Canvas: 2D,"Bugs with the HTML5 <a href=""http://whatwg.org/specs/web-apps/current-work/#dynamic"">&lt;canvas></a> element, its XUL sibling, and related rendering contexts.",1,483,1,1
Plugins,"For problems with or changes to Plugin listings, the Plugin Finder Service, or anything relating to Plugins on <a href=""https://addons.mozilla.org"">addons.mozilla.org</a>.  Plugins are third-party binaries like Flash, Quicktime, Java, etc.",125,484,0,0.25
Product Site,"Product pages relating to Camino on the <a href=""http://www.caminobrowser.org/"">Camino Web Site</a>.",20,485,1,0.25
Lightning Only,"For issues that only affect the Lightning product. For example: Lightning menus, toolbars, Thunderbird integration, preferences etc. Note that localization issues should be reported to the Mozilla Localization project.",2,486,1,0.25
XUL Widgets,For bugs in widgets implemented by the XUL Toolkit,30,487,1,0.25
Database,General issues with the database interface drivers for Bugzilla.  End-user facing bugs should almost never go here.  Compatibility issues that affect one database but not another should go here.  Driver issues found by developers that affect database access should go here.  Everything else should generally go in some other appropriate component.,19,488,1,0.25
Widget: Cocoa,Mapping of cross platform widget interfaces to Mac Cocoa APIs.,1,489,1,1
Administration,Administration,34,490,1,0.25
General,General,34,491,1,0.25
Systems,Systems,34,492,1,0.25
RSS Discovery and Preview,Bugs in Firefox's discovery of RSS feeds and inline preview. This is separate from live bookmarks.,21,493,1,0.25
CVS: Copy,requests to copy files in CVS,10,494,1,0.25
Address Book,Problems with the address book backend and shared frontend bits,50,496,1,0.25
Search,Problems with the mail/news search backend,50,497,1,0.25
Graphics,Mapping of cross platform rendering interfaces to various 2D graphics APIs,1,498,1,1
CVS: Administration,Various CVS administration requests should be filed here.,10,499,1,0.25
CCK,"The Client Customization Kit, for corporate/organization
rollouts (<a href=""http://www.mozilla.org/projects/cck/"">more info</a>)",28,500,1,0.25
ar / Arabic,Arabic Localization,17,502,1,0.25
sk / Slovak,Slovak Localization (Slovenská lokalizácia.),17,503,1,0.25
Device Specific,"For Minimo bugs that can only be reproduced on a specific device
or set of devices",24,504,1,0.25
Server Operations: Projects,Project requests that aren't part of the daily server operations requests queue,126,506,1,0.25
General,"This component is used for goals, tracking bugs, and any general RelEng work that spans across different RelEng components. Anything that doesn't fit in any other component goes here.",110,507,1,0.25
Other,"Content of any websites managed by Mozilla Corporation but not
covered by other components in bugzilla.mozilla.org (e.g. mozillafoundation.org)",36,508,1,0.25
other.mozilla.org,Content of websites in the mozilla.org domain that are not covered by other components in this product.,36,509,1,0.25
spreadfirefox.com,For issues with content on spreadfirefox.com http servers (but not the functioning of the servers).,62,511,0,0.25
planet.mozilla.org,Additions or problems with planet.mozilla.org,36,513,1,0.25
zh-TW / Chinese (Traditional),zh-TW,17,514,1,0.25
Governance,"Issues that relate to the values that are shared between many
participants in the Mozilla Project, such as accountability, cooperation, creativity, effort, fairness, fun, humour, integrity, learning, etc.",10,516,1,0.25
Discussion Forums,Any issues having to do with adding/removing/renaming newsgroups or the setup of the hierarchy. Issues with server problems should continue to go in the Server Operations component.,10,517,1,0.25
Uninstall Survey,Uninstall Survey,59,519,0,0.25
Administration,"Requests related to administration of the MDN website (f.e.:
user privileges, configuration changes).",37,522,0,0.25
User Interface,User Interface,38,523,1,0.25
Search,Search,38,524,1,0.25
API,API,38,525,1,0.25
Environments,Environments,38,526,1,0.25
Tags,Tags,38,527,1,0.25
Integrations,Integrations,38,528,1,0.25
Import/Export,Import/Export,38,529,1,0.25
Reports,Reports,38,530,1,0.25
Cloning,Cloning,38,531,1,0.25
Fields,Fields,38,532,1,0.25
Security,Security,38,533,1,0.25
Test Plans,Test Plans,38,534,1,0.25
Test Cases,Test Cases,38,535,1,0.25
Test Runs,Test Runs,38,536,1,0.25
General,General,38,537,1,0.25
General,For bugs in Core which do not fit into other more specific Core components,1,539,1,1
Maintenance Scripts,For problems or changes to regularly scheduled maintenance scripts that update and clean addons.mozilla.org data.,125,541,1,0.25
Search Plugins,"Problems or changes for Search Plugins hosted on addons.mozilla.org, or their public-facing web pages. Search Plugins are .scr files that let users add customer search engines to their search bar (upper right).",125,542,1,0.25
Policy,Problems or questions about addons.mozilla.org policies.  Also for reporting obvious violations of Mozilla or addons.mozilla.org policies related to an add-on or group of add-ons.,125,543,1,0.25
Microsummaries,Bugs and feature requests for Firefox microsummaries.  This includes front-end elements like integration with the bookmarks properties dialog and the bookmarks toolbar as well as back-end elements like automatic updates.,94,545,1,0.25
Calendar Views,"For issues concerning the grid views: month, week, multiweek, and day. Issues concerning display, drag/drop, searching, and inline editing of events/tasks",2,546,1,0.25
Provider: ICS/WebDAV,For issues regarding communicating with .ics files via remote (http:) and local (file:) URIs.,2,547,1,0.25
Alarms,For issues with alarms for scheduled events and tasks.,2,548,1,0.25
Import and Export,"For issues with format conversions (for importing, exporting, emailing, cutting, pasting, dragging, and dropping to/from another application).",2,549,1,0.25
Tasks,"For issues with Task lists, display, editing, and searching. (If it applies only to tasks file it here, if it applies to tasks and events file it in the view component).",2,550,1,0.25
Printing,For issues with printing.,2,551,1,0.25
Annoyance Blocking,Issues with the built-in pop-up blocking and ad-blocking controls.,20,552,1,0.25
fi / Finnish,Finnish localization (<i>Mozillan Suomen lokalisointi</i>),17,553,1,0.25
NSIS Installer,General NSIS Installer bugs.,30,554,1,0.25
Provider: WCAP,For issues with WCAP,2,555,1,0.25
el / Greek,Greek translation of Mozilla (<i>Ελληνικές μεταφράσεις των εφαρμογών του Mozilla</i>),17,556,1,0.25
eu / Basque,Basque translation of Mozilla - Euskarazko lokalizazioa.,17,557,1,0.25
fy-NL / Frisian,Frisian translation of Mozilla.,17,558,1,0.25
ga-IE / Irish,Irish translation of Mozilla.,17,559,1,0.25
gu-IN / Gujarati,Gujarati translation of Mozilla,17,560,1,0.25
hu / Hungarian,Hungarian translation of Mozilla.,17,561,1,0.25
pa-IN / Punjabi,Punjabi translation of Mozilla.,17,562,1,0.25
ro / Romanian,Romanian translation of Mozilla.,17,563,1,0.25
ru / Russian,Russian translation of Mozilla - Русификация Mozilla,17,564,1,0.25
ca / Catalan,Catalan translation of Mozilla. <i>(Català)</i>,17,565,1,0.25
sq / Albanian,Albanian translation of Mozilla.,17,566,1,0.25
sl / Slovene,Slovene translation of Mozilla (slovenska lokalizacija),17,567,1,0.25
es-AR / Spanish (Argentina),es-AR,17,568,1,0.25
pt-PT / Portuguese,Portuguese localization,17,569,1,0.25
fa / Persian,Persian Translation (ترجمهٔ فارسی),17,570,1,0.25
mn / Mongolian,Mongolian translation of Mozilla (Мозиллагийнмонголорчуулга),17,572,1,0.25
Extension Compatibility,Version level or extension problems or Gecko problems that cause extensions not to work. Also home to INVALID bugs where a malfunctioning extension has broken Firefox.,21,573,1,0.25
Graph Server,Performance data collection and graphing server.,59,574,1,0.25
Accessibility,For bugs related to accessibility authoring guidelines,27,575,1,0.25
Build Config,For bugs related to the build configuration.,27,576,1,0.25
CSS Editor,For bugs related to the CSS editor or inline styles editing,27,577,1,1
Extensions and Themes,"For bugs related to extensions and themes management and
update",27,578,1,0.25
Installer,For bugs related to packaging and the installer,27,579,1,0.25
OS Integration,For OS-specific bugs,27,580,1,0.25
Sidebars,For bugs related to sidebars and,27,581,1,0.25
Software Update,For bugs related to application's update system.,27,582,1,0.25
Source View,For bugs related to the source editor.,27,583,1,0.25
Startup,For bugs related to the application's startup.,27,584,1,0.25
Tabbed Editor,For bugs related to the tab editor.,27,585,1,0.25
Toolbars,"For bugs related to the application's toolbars and their
customization.",27,586,1,0.25
Networking: JAR,"For bugs relating to the jar protocol handler, .jar file
handling, and .jar directory browsing.",1,588,1,1
General,General,39,590,1,0.25
Help Documentation,Help Documentation,39,591,1,0.25
Installer,Installer,39,592,1,0.25
Preferences,Preferences,39,593,1,0.25
Mail Window,Mail Window,39,594,1,0.25
Compose Window,Compose Window,39,595,1,0.25
Dictionaries,"Regarding dictionaries hosted on addons.mozilla.org and the
dictionaries page",125,597,1,0.25
Crash Reporting,Breakpad crash reporting library - exception handler and crash report sender application.,30,598,1,0.25
Servicedesk,Desktop/Laptop/Printer/Phone issues in the Mozilla offices,107,600,1,0.25
Account Requests,"Any LDAP, mail, etc. accounts that are handled by Server Ops: e.g. LDAP password resets, LDAP SSH key changes, issues with Zimbra logins, etc.  <em>Note that requests for new CVS, SVN, Hg, bzr, etc. accounts, or level increases for existing Hg accounts, should be filed under the mozilla.org Product,""Repository Account Requests"" component.</em>",139,601,1,0.25
be / Belarusian,localization of Беларускае змесцаванне,17,602,1,0.25
Admin/Editor Tools,Tools and pages for administrators and editors.,125,603,1,0.25
WebService,"For issues and bugs in the WebService interface. xmlrpc.cgi, jsonrcpc.cgi, rest.cgi, and Bugzilla/WebService/*.pm",19,605,1,0.25
ku / Kurdish,Kurdish (Kurmanji) Localization,17,606,1,0.25
ka / Georgian,Georgian (ქართული) language localization,17,607,1,0.25
Dependency Views,"Viewing trees of dependent bugs, either as text or
graphically. <em>showdependencytree.cgi, showdependencygraph.cgi</em>",19,610,1,0.25
Localization Server,"Issues related to the <a href=""http://blog.mozilla.com/seth/2007/01/12/more-on-the-l10n-server/
"">localization server</a>, including account requests.",126,611,1,0.25
af / Afrikaans,Afrikaans Localization,17,612,1,0.25
en-ZA / English (South Africa),"English, South Africa Localization",17,613,1,0.25
nr / Southern Ndebele,Ndebele Localization,17,614,1,0.25
nso / Northern Sotho (Pedi),Northern Sotho/Pedi Localization,17,615,1,0.25
ss / Swazi,Swazi Localization,17,616,1,0.25
st / Southern Sotho,Southern Sotho Localization,17,617,1,0.25
tn / Tswana,Tswana Localization,17,618,1,0.25
ts / Tsonga,Tsonga Localization,17,619,1,0.25
ve / Venda,Venda Localization,17,620,1,0.25
xh / Xhosa,Xhosa Localization,17,621,1,0.25
zu / Zulu,Zulu Localization,17,622,1,0.25
Joey,Bugs and feature requests for the Joey experiment from Mozilla Labs.,40,623,0,0.25
Session Restore,"For bugs in Firefox's session restore functionality, including the undo close tab  feature.",21,624,1,0.25
hi-IN / hindi,Mozilla का हिन्दी स्थानीयकरण,17,625,1,0.25
hy-AM / Armenian,Armenian Localization (Հայերեն Թարգմանություն),17,626,1,0.25
Data/Backend Reports,"For problems related to ETL, data processing, data warehouse storage, or data exports",41,628,1,0.25
Frontend Reports,"For problems related to metrics.mozilla.com dashboards, e-mail reports, new metrics project requests",41,629,1,0.25
Provider: GData,For issues regarding the 'Provider for Google Calendar' extension,2,631,1,0.25
uk / Ukrainian,Ukrainian Localization (Переклад українською),17,632,1,0.25
rw / Kinyarwanda,Kinyarwanda Localization - Guhindura mu Kinyarwanda,17,633,1,0.25
PRD Change Request,Component that addresses developing a change-control system for the PRD (and PRDs in the future so we can properly track requests.,13,634,1,0.25
Operator,Bugs and feature requests for the Operator experiment from Mozilla Labs.,40,635,1,0.25
sr / Serbian,Serbian Localization (српска локализација),17,636,1,0.25
Localization,"addons.mozilla.org localization tracking and Localizer Control
Panel issues",125,637,1,0.25
XUL Explorer,"Please see see
http://viewvc.svn.mozilla.org/vc/projects/xul-explorer",28,639,1,0.25
ml / Malayalam,"Malayalam Localizations (മലയാളം
പ്രാദേശികവത്കരണങ്ങള്‍)",17,641,1,0.25
General,"Issues affecting the whole site. If you don't know where to file a
bug, please file it here.",42,642,1,0.25
Forum,Issues related to discussion forums.,42,644,1,0.25
Knowledge Base Software,Issues and requests related to the knowledge base software.,42,645,1,0.25
www.mozilla-europe.org,For issues with content on www.mozilla-europe.org http servers (but not the functioning of the servers).,62,646,0,0.25
www.mozilla-japan.org,For issues with content on www.mozilla-japan.org http servers (but not the functioning of the servers).,62,647,1,0.25
www.mozillaonline.com,For issues with content on www.mozillaonline.com http servers (but not the functioning of the servers).,36,648,1,0.25
Build Config,For issues regarding Build Config.,2,650,1,0.25
Preferences,Issues related to calendar preferences.,2,651,1,0.25
ta / Tamil,Tamil Localization ( தமிழ் மொழியாக்கம் ),17,654,1,0.25
bn-IN / Bengali (India),"Bengali (India) Localization (বাংলা (ভারত)
স্থানীয়করণ ও অনুবাদ)",17,655,1,0.25
Kubla,CMS engine for www.mozilla.com,59,656,0,0.25
Facebook Application,"Bugs and enhancement requests for <a
href=""http://www.rockyourfirefox.com"">Rock Your Firefox</a>, the
addons.mozilla.org Facebook application",125,660,0,0.25
Lightning: SeaMonkey Integration,"For issues that only affect the Lightning product on SeaMonkey. For example: SeaMonkey integration, preferences, etc.",2,661,1,0.25
Virtual Machine,Bugs and features related to run-time execution and performance.,43,662,1,0.25
Garbage Collection (mmGC),Issues related to garbage collector.,43,663,1,0.25
Self-hosting compiler (ESC),Bugs and features in the self-hosting compiler.,43,664,1,0.25
store.mozilla.org,"Bugs related to problems/issues with the Mozilla Store, http://store.mozilla.org (ONLY the domestic store)",36,665,1,0.25
Incoming Email,"Everything related to bug creation and editing by email, using email_in.pl (or the contrib/bug_email scripts in old versions of Bugzilla).",19,666,1,0.25
mozStorage Explorer,Extension to assist in the development of mozStorage applications.,28,667,1,0.25
McCoy,The McCoy application allows add-on authors to create digital signatures ensuring that their automatic updates can't be compromised.,28,668,1,0.25
Build Config,Bugs and feature requests in the Tamarin build and configuration setup.,43,670,1,0.25
ScreamingMonkey,Project to support Tamarin as a script language in Internet Explorer.,43,671,1,0.25
lv / Latvian,Latvian Localization (Latviešu lokalizācija),17,672,1,0.25
Knowledge Base Articles,"Issues and requests related to knowledge base articles should be submitted to <a href=""https://support.mozilla.com/forums/knowledge-base-articles"">Knowledge base articles</a>",42,673,0,0.25
Web Site,Issues relating to the main web site for the Extend Firefox competitions.,44,674,1,0.25
General,Issues not related to the Web Site for the Extend Firefox competitions.,44,675,1,0.25
ne-NP / Nepali (Nepal),Nepali Localization (नेपाली स्थानीयकरण),17,676,1,0.25
API,addons.mozilla.org API and related items.,125,677,1,0.25
Prism,Bugs and feature requests for the Prism experiment from Mozilla Labs.,40,678,1,0.25
Microformats,Microformats API for toolkit-based applications,30,679,1,0.25
eo / Esperanto,Localization of Esperantigo,17,680,1,0.25
Source Code Analysis,For issues related to static analysis tools (e.g. clang-analyzer). Feature requests for source code analysis tools can also be filed here.,160,682,1,0.25
MozillaBuild,"The simplified installer for building Mozilla applications on
Windows.",10,683,1,0.25
te / Telugu,"Mozilla Telugu Localization(మొజిల్లా తెలుగు
స్థానికీకరణ)",17,685,1,0.25
Theme,"General user interface, user experience, and visual design for the default theme used in Firefox.",21,687,1,0.25
si / Sinhala,Sinhala Localization (සිංහල දේශීයකරණය),17,688,1,0.25
mr / Marathi,Marathi Localization (मराठी स्थानीयकरण),17,689,1,0.25
Tracing Virtual Machine,Bugs and features related to the tracing virtual machine.,43,690,1,0.25
Statistics,"Problems and enhancements concerning the developers' Statistics
Dashboard or related scripts.",125,691,1,0.25
id / Indonesian,Indonesian Localization (Alih bahasa dalam Bahasa Indonesia),17,692,1,0.25
kn / Kannada,Kannada Localization (ಕನ್ನಡ ಲೋಕಲೈಸೇಶನ್),17,693,1,0.25
Thunderbird,For issues with content on www.mozilla.org/thunderbird http servers (but not the functioning of the servers).,164,694,1,0.25
QA Companion,"The QA Companion makes it easy for community members to get involved, providing an interface to Litmus, QMO, and IRC and serving notifications of upcoming testing events. See
http://wiki.mozilla.org/Litmus:Extension for more information.",28,705,1,0.25
API,"The API for integration with other systems (build, webapps, etc.).",34,706,1,0.25
Webdev,Requests for new projects or unplanned webdev work.,10,707,1,0.25
E-mail based Scheduling (iTIP/iMIP),"For issues with E-mail based scheduling, e.g. accepting invitations or sending out invitations, replies etc.",2,711,1,0.25
Blocklisting,"Requests to blocklist an add-on, plugin, or other third party component. Please read <a href=""http://wiki.mozilla.org/Blocklisting"">our policies</a> first.",30,712,1,0.25
Infrastructure,"Infrastructure for Mozilla Localizations. An example of appropriate bug would be feature requests to understand the status of localizations, both from a localizer and organizational perspective. Bugs in this component likely depend on actual implementations in other components, for example build or webdev.",17,713,1,0.25
Headrush,Idea tool used to track new ideas.,59,714,1,0.25
General,For bugs in Fennec which do not fit into other more specific Fennec components.,46,715,1,0.25
Widget: Qt,Mapping of cross platform widget interfaces to Qt platform APIs.,49,716,1,0.25
Memory Allocator,"Most things related to memory allocation in Gecko, including jemalloc, replace-malloc, logalloc, etc.",1,720,1,1
www.mozilla.jp,For issues with content on www.mozilla.jp http servers (but not the functioning of the servers).,62,721,1,0.25
Verbatim,Bugs regarding new l10n web tool.,59,722,1,0.25
General,Please file bugs here if you don't know where they belong.,47,723,1,0.25
Mochitest,"Please file bugs here for issues with the Mochitest framework itself.  For bugs in existing tests, or for adding new tests, please file bugs against the component to be tested.",47,724,1,0.25
XPCShell Harness,"Please file bugs here for issues with the XPCShell test harness itself, including the necessary Makefile infrastructure to add and run those tests. For bugs in existing tests, or for adding new tests, please file bugs against the component to be tested.",47,725,1,0.25
